Year,Region,School,School_Key,Role,Item_Text,Response_Option,Percent,Is_Favorable,Is_Unfavorable
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,I feel safe with my teachers at this school.,Strongly disagree,3,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,I feel safe with my teachers at this school.,Strongly disagree,2,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,I feel safe with my teachers at this school.,Strongly disagree,6,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,I feel safe with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,I feel safe with my teachers at this school.,Strongly disagree,2,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,I feel safe with my teachers at this school.,Strongly disagree,6,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,I feel safe with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,I feel safe with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,I feel safe with my teachers at this school.,Strongly disagree,0,FALSE,TRUE
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,I feel safe with my teachers at this school.,Strongly disagree,11,FALSE,TRUE
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,I feel safe with my teachers at this school.,Strongly disagree,7,FALSE,TRUE
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,I feel safe with my teachers at this school.,Strongly disagree,2,FALSE,TRUE
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,I feel safe with my teachers at this school.,Disagree,6,FALSE,TRUE
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,I feel safe with my teachers at this school.,Disagree,7,FALSE,TRUE
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,I feel safe with my teachers at this school.,Disagree,6,FALSE,TRUE
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,I feel safe with my teachers at this school.,Disagree,9,FALSE,TRUE
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,I feel safe with my teachers at this school.,Disagree,11,FALSE,TRUE
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,I feel safe with my teachers at this school.,Disagree,6,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,I feel safe with my teachers at this school.,Disagree,4,FALSE,TRUE
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel safe with my teachers at this school.,Disagree,5,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,I feel safe with my teachers at this school.,Disagree,2,FALSE,TRUE
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,I feel safe with my teachers at this school.,Disagree,10,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,I feel safe with my teachers at this school.,Disagree,14,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,I feel safe with my teachers at this school.,Disagree,10,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,I feel safe with my teachers at this school.,Disagree,6,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,I feel safe with my teachers at this school.,Disagree,7,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,I feel safe with my teachers at this school.,Disagree,4,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,I feel safe with my teachers at this school.,Disagree,10,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,I feel safe with my teachers at this school.,Disagree,11,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,I feel safe with my teachers at this school.,Disagree,11,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,I feel safe with my teachers at this school.,Disagree,11,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,I feel safe with my teachers at this school.,Disagree,11,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,I feel safe with my teachers at this school.,Disagree,7,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,I feel safe with my teachers at this school.,Disagree,2,FALSE,TRUE
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,I feel safe with my teachers at this school.,Disagree,7,FALSE,TRUE
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,I feel safe with my teachers at this school.,Disagree,14,FALSE,TRUE
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,I feel safe with my teachers at this school.,Disagree,6,FALSE,TRUE
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,I feel safe with my teachers at this school.,Agree,52,TRUE,FALSE
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,I feel safe with my teachers at this school.,Agree,46,TRUE,FALSE
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,I feel safe with my teachers at this school.,Agree,64,TRUE,FALSE
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,I feel safe with my teachers at this school.,Agree,65,TRUE,FALSE
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,I feel safe with my teachers at this school.,Agree,53,TRUE,FALSE
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,I feel safe with my teachers at this school.,Agree,65,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,I feel safe with my teachers at this school.,Agree,66,TRUE,FALSE
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel safe with my teachers at this school.,Agree,44,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,I feel safe with my teachers at this school.,Agree,54,TRUE,FALSE
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,I feel safe with my teachers at this school.,Agree,62,TRUE,FALSE
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,I feel safe with my teachers at this school.,Agree,56,TRUE,FALSE
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,I feel safe with my teachers at this school.,Agree,46,TRUE,FALSE
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,I feel safe with my teachers at this school.,Agree,72,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,I feel safe with my teachers at this school.,Agree,51,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,I feel safe with my teachers at this school.,Agree,64,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,I feel safe with my teachers at this school.,Agree,52,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,I feel safe with my teachers at this school.,Agree,66,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,I feel safe with my teachers at this school.,Agree,55,TRUE,FALSE
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,I feel safe with my teachers at this school.,Agree,61,TRUE,FALSE
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,I feel safe with my teachers at this school.,Agree,57,TRUE,FALSE
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,I feel safe with my teachers at this school.,Agree,64,TRUE,FALSE
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,I feel safe with my teachers at this school.,Agree,41,TRUE,FALSE
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,I feel safe with my teachers at this school.,Agree,53,TRUE,FALSE
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,I feel safe with my teachers at this school.,Agree,60,TRUE,FALSE
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,I feel safe with my teachers at this school.,Agree,56,TRUE,FALSE
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,I feel safe with my teachers at this school.,Strongly agree,42,TRUE,FALSE
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,I feel safe with my teachers at this school.,Strongly agree,44,TRUE,FALSE
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,I feel safe with my teachers at this school.,Strongly agree,27,TRUE,FALSE
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,I feel safe with my teachers at this school.,Strongly agree,21,TRUE,FALSE
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,I feel safe with my teachers at this school.,Strongly agree,30,TRUE,FALSE
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,I feel safe with my teachers at this school.,Strongly agree,27,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,I feel safe with my teachers at this school.,Strongly agree,26,TRUE,FALSE
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel safe with my teachers at this school.,Strongly agree,46,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,I feel safe with my teachers at this school.,Strongly agree,39,TRUE,FALSE
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,I feel safe with my teachers at this school.,Strongly agree,23,TRUE,FALSE
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,I feel safe with my teachers at this school.,Strongly agree,26,TRUE,FALSE
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,I feel safe with my teachers at this school.,Strongly agree,38,TRUE,FALSE
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,I feel safe with my teachers at this school.,Strongly agree,19,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,I feel safe with my teachers at this school.,Strongly agree,39,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,I feel safe with my teachers at this school.,Strongly agree,29,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,I feel safe with my teachers at this school.,Strongly agree,32,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,I feel safe with my teachers at this school.,Strongly agree,18,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,I feel safe with my teachers at this school.,Strongly agree,32,TRUE,FALSE
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,I feel safe with my teachers at this school.,Strongly agree,23,TRUE,FALSE
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,I feel safe with my teachers at this school.,Strongly agree,27,TRUE,FALSE
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,I feel safe with my teachers at this school.,Strongly agree,25,TRUE,FALSE
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,I feel safe with my teachers at this school.,Strongly agree,58,TRUE,FALSE
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,I feel safe with my teachers at this school.,Strongly agree,29,TRUE,FALSE
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,I feel safe with my teachers at this school.,Strongly agree,20,TRUE,FALSE
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,I feel safe with my teachers at this school.,Strongly agree,36,TRUE,FALSE
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,I feel comfortable with my teachers at this school.,Strongly disagree,1,FALSE,TRUE
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,I feel comfortable with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,I feel comfortable with my teachers at this school.,Strongly disagree,2,FALSE,TRUE
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,I feel comfortable with my teachers at this school.,Strongly disagree,3,FALSE,TRUE
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,I feel comfortable with my teachers at this school.,Strongly disagree,5,FALSE,TRUE
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,I feel comfortable with my teachers at this school.,Strongly disagree,3,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,I feel comfortable with my teachers at this school.,Strongly disagree,8,FALSE,TRUE
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel comfortable with my teachers at this school.,Strongly disagree,7,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,I feel comfortable with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,I feel comfortable with my teachers at this school.,Strongly disagree,5,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,I feel comfortable with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,I feel comfortable with my teachers at this school.,Strongly disagree,13,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,I feel comfortable with my teachers at this school.,Strongly disagree,5,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,I feel comfortable with my teachers at this school.,Strongly disagree,6,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,I feel comfortable with my teachers at this school.,Strongly disagree,3,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,I feel comfortable with my teachers at this school.,Strongly disagree,6,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,I feel comfortable with my teachers at this school.,Strongly disagree,3,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,I feel comfortable with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,I feel comfortable with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,I feel comfortable with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,I feel comfortable with my teachers at this school.,Strongly disagree,4,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,I feel comfortable with my teachers at this school.,Strongly disagree,2,FALSE,TRUE
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,I feel comfortable with my teachers at this school.,Strongly disagree,9,FALSE,TRUE
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,I feel comfortable with my teachers at this school.,Strongly disagree,5,FALSE,TRUE
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,I feel comfortable with my teachers at this school.,Strongly disagree,2,FALSE,TRUE
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,I feel comfortable with my teachers at this school.,Disagree,13,FALSE,TRUE
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,I feel comfortable with my teachers at this school.,Disagree,9,FALSE,TRUE
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,I feel comfortable with my teachers at this school.,Disagree,14,FALSE,TRUE
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,I feel comfortable with my teachers at this school.,Disagree,19,FALSE,TRUE
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,I feel comfortable with my teachers at this school.,Disagree,14,FALSE,TRUE
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,I feel comfortable with my teachers at this school.,Disagree,8,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,I feel comfortable with my teachers at this school.,Disagree,17,FALSE,TRUE
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel comfortable with my teachers at this school.,Disagree,7,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,I feel comfortable with my teachers at this school.,Disagree,6,FALSE,TRUE
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,I feel comfortable with my teachers at this school.,Disagree,21,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,I feel comfortable with my teachers at this school.,Disagree,14,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,I feel comfortable with my teachers at this school.,Disagree,8,FALSE,TRUE
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,I feel comfortable with my teachers at this school.,Disagree,9,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,I feel comfortable with my teachers at this school.,Disagree,14,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,I feel comfortable with my teachers at this school.,Disagree,12,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,I feel comfortable with my teachers at this school.,Disagree,16,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,I feel comfortable with my teachers at this school.,Disagree,14,FALSE,TRUE
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,I feel comfortable with my teachers at this school.,Disagree,17,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,I feel comfortable with my teachers at this school.,Disagree,16,FALSE,TRUE
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,I feel comfortable with my teachers at this school.,Disagree,18,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,I feel comfortable with my teachers at this school.,Disagree,16,FALSE,TRUE
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,I feel comfortable with my teachers at this school.,Disagree,3,FALSE,TRUE
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,I feel comfortable with my teachers at this school.,Disagree,17,FALSE,TRUE
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,I feel comfortable with my teachers at this school.,Disagree,20,FALSE,TRUE
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,I feel comfortable with my teachers at this school.,Disagree,6,FALSE,TRUE
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,I feel comfortable with my teachers at this school.,Agree,60,TRUE,FALSE
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,I feel comfortable with my teachers at this school.,Agree,61,TRUE,FALSE
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,I feel comfortable with my teachers at this school.,Agree,58,TRUE,FALSE
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,I feel comfortable with my teachers at this school.,Agree,63,TRUE,FALSE
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,I feel comfortable with my teachers at this school.,Agree,59,TRUE,FALSE
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,I feel comfortable with my teachers at this school.,Agree,67,TRUE,FALSE
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,I feel comfortable with my teachers at this school.,Agree,51,TRUE,FALSE
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel comfortable with my teachers at this school.,Agree,50,TRUE,FALSE
