Year,Region,School,School_Key,Role,Item_Text,Pct_Favorable,Pct_Unfavorable,Response_Options,Pct_Neutral_Other
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Don't get along together very well.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,"During the day, it is safe for children to play in the local park or playground.",0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Encourage you to work hard at school.,0,0,"Never, Some of the time, Most of the time, All of the time",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Encourages students to share their ideas about things we are studying in class.,82,17,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Encourages us to consider different solutions or points of view.,88,11,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Expects everyone to work hard.,91,9,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Expects me to do my best all the time.,90,11,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Explain how writers use tools like symbolism and metaphor to communicate meaning.,0,0,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Explain how you solved a problem to the class.,0,7,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",93
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Explains things in a different way if I don't understand something in class.,91,9,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Feel it is important to attend school every day?,0,0,"A few, About half, Most, All",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Feel it is important to pay attention in class?,0,0,"A few, About half, Most, All",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Find information from graphs and tables.,0,0,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Generate your own hypotheses.,0,0,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Gives me specific suggestions about how I can improve my work in this class.,87,13,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Help each other learn.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Helps me catch up if I am behind.,86,14,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,High school is seen as preparation for the future.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,High school teaches me valuable skills.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I always study for tests.,57,43,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel comfortable with my teachers at this school.,86,14,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I feel safe with my teachers at this school.,90,10,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I have someone who is helping me with my college and career goals.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I know what my teacher wants me to learn in this class.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I learn a lot from feedback on my work.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I set aside time to do my homework and study.,66,34,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I try to do well on my schoolwork even when it isn't interesting to me.,92,8,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I usually look forward to this class.,83,17,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I work hard to do my best in this class.,91,9,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,I'm really learning a lot in this class.,85,16,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,"If I need to study, I don't go out with my friends.",64,37,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Improve a piece of writing as a class or with partners.,0,5,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",95
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,In the bathrooms of the school?,0,0,"Not safe, Somewhat safe, Mostly safe, Very safe",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,In the hallways of the school?,0,0,"Not safe, Somewhat safe, Mostly safe, Very safe",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,In your classes?,0,0,"Not safe, Somewhat safe, Mostly safe, Very safe",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Is willing to give extra help on schoolwork if I need it.,85,15,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,It's clear to me what I need to do to get a good grade.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Like to put others down.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Listen to you when you need to talk.,0,0,"Never, Some of the time, Most of the time, All of the time",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My classes give me useful preparation for what I plan to do in life.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers always keep their promises.,60,39,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers treat me with respect.,82,17,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers will always listen to students' ideas.,76,24,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Notices if I have trouble learning something.,84,16,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Often connects what I am learning to life outside of the classroom.,79,21,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Often requires me to explain my answers.,86,14,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Outside around the school?,0,0,"Not safe, Somewhat safe, Mostly safe, Very safe",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,People in this neighborhood can be trusted.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Rewrite a paper or essay in response to comments.,0,10,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",90
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Show they are proud of you.,0,0,"Never, Some of the time, Most of the time, All of the time",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Solve a problem with multiple steps that takes more than 20 minutes.,0,0,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Sometimes I get so interested in my work I don't want to stop.,72,28,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Support the things you like to do outside of school.,0,0,"Never, Some of the time, Most of the time, All of the time",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Take time to help you make decisions.,0,0,"Never, Some of the time, Most of the time, All of the time",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Teachers make sure that all students are planning for life after graduation.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,"Teachers pay attention to all students, not just the top students.",0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Teachers work hard to make sure that all students are learning.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Teachers work hard to make sure that students stay in school.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,"The equipment and buildings in the neighborhood, park, or playground are well kept.",0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,The homework assignments help me to learn the course material.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,The topics we are studying are interesting and challenging.,84,16,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,The work we do in class is good preparation for the test.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,There are adults in this neighborhood that children can look up to.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Think doing homework is important?,0,0,"A few, About half, Most, All",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,This class really makes me think.,79,22,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Traveling between home and school?,0,0,"Not safe, Somewhat safe, Mostly safe, Very safe",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Treat each other with respect.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Try hard to get good grades?,0,0,"A few, About half, Most, All",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Use evidence/data to support an argument or hypothesis.,0,0,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Use laboratory equipment or specimens.,0,0,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,"Wants us to become better thinkers, not just memorize things.",89,11,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,What we learn in class is necessary for success in the future.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Working hard in high school matters for success in the workforce.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Write a few sentences to explain how you solved a math problem.,0,8,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",92
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Write a math problem for other students to solve.,0,18,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",82
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,Write lab reports.,0,0,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,A conscious effort is made by faculty to make new teachers feel welcome here.,91,8,"Strongly disagree, Disagree, Agree, Strongly agree, A few, Most, All",1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Actively participate in class activities?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Always turn in their homework?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Are eager to try new ideas?,86,14,"Some, About half, Most, Nearly all, Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Are really trying to improve their teaching?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Are willing to take risks to make the school better?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Attend class regularly?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Attended parent-teacher conferences when you requested them?,0,0,"Some, About half, Most, All",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Been closely connected to my school's improvement plan.,77,24,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,"Been sustained and coherently focused, rather than short-term and unrelated.",79,21,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Come to class on time?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Come to class prepared with the appropriate supplies and books?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Communicates a clear vision for our school.,90,11,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Contacted you about their child's performance?,0,0,"Some, About half, Most, All",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,"Curriculum, instruction, and learning materials are well coordinated across the different grade levels at this school.",59,40,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Determining the content of in-service programs.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Determining which books and other instructional materials are used in classrooms.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,"Develop formal networks to link all families with each other (for example: sharing parent directories, providing a website for parents/guardians to connect with one another, etc.)?",0,23,"Not at all, A little, Somewhat, A great deal",77
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Development of new curriculum.,0,0,"Less than once a month, 2 or 3 times per month, 1 or 2 times per week, Almost daily",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Disorder in classrooms,0,0,"Not at all, A little, Some, To a great extent",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Disorder in hallways,0,0,"Not at all, A little, Some, To a great extent",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Do their best to help their children learn?,0,0,"Some, About half, Most, All, Not at all, A little, To a great extent",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Encourage more involved parents/guardians to reach out to less involved parents/guardians?,0,46,"Not at all, A little, Somewhat, A great deal",54
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Establishing the curriculum and instructional program.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,"Experienced teachers invite new teachers into their classes to observe, give feedback, etc.",64,37,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Feel responsible for helping students develop self-control?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Feel responsible that all students learn?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Feel responsible to help each other do their best?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Feel responsible when students in this school fail?,0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Gang activity,0,0,"Not at all, A little, Some, To a great extent",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Gone over student assessment data with other teachers to make instructional decisions?,0,19,"Never, Once or twice, 3-9 times, 10 or more times",81
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,Has provided me with the support I need to improve my teaching.,73,27,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,"Help maintain discipline in the entire school, not just their classroom?",0,0,"Some, About half, Most, Nearly all",100
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,I am proud to work at this school.,87,13,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,I feel loyal to this school.,84,16,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,I trust the principal at his or her word.,79,21,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Teacher,I usually look forward to each working day at this school.,92,8,"Strongly disagree, Disagree, Agree, Strongly agree",0
